Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Eastern Cape for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Burglary at residential premises,307,264,212,177,192,263,237,217,221,205
Theft of motor vehicle and motorcycle,56,42,46,44,31,38,53,36,33,23
Theft out of or from motor vehicle,155,170,102,71,62,98,145,158,134,151
Stock-theft,68,54,56,46,44,47,47,60,35,48
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,34,39,49,19,21,13,29,24,26,37
Drug-related crime,78,120,191,233,178,159,213,293,402,383
Driving under the influence of alcohol or drugs,38,63,101,198,36,129,166,126,161,188
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,796,687,483,399,298,281,271,268,328,325
Commercial crime,114,95,69,93,89,218,203,264,247,371
Shoplifting,198,114,174,141,111,154,124,128,110,111
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,5,3,1,2,3,12,5,4,7,8
Truck hijacking,0,2,0,0,0,0,0,0,0,0
Robbery at residential premises,0,5,22,18,32,34,39,24,31,30
Robbery at non-residential premises,4,2,0,0,4,7,30,35,26,19
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,36,27,28,22,13,22,27,22,16
Public violence,0,0,2,0,0,0,1,1,0,0
Crimen injuria,39,50,24,37,22,16,46,72,59,45
Neglect and ill-treatment of children ,4,3,3,3,0,1,1,1,1,0
Kidnapping,2,3,1,0,1,0,0,5,6,9
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cala (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,21,31,26,19,21,19,31,22,32,28
Total Sexual Crimes,66,77,38,53,62,47,53,59,62,67
Attempted murder,16,7,11,6,4,1,3,9,4,0
Assault with the intent to inflict grievous bodily harm,353,299,275,252,242,168,176,178,208,200
Common assault,309,299,222,190,135,88,85,80,59,46
Common robbery,91,74,62,66,50,36,20,23,26,17
Robbery with aggravating circumstances,8,19,17,12,25,22,27,37,32,33
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,12,6,12,7,2,9,6,8,7
Malicious damage to property,101,90,76,56,61,34,43,47,50,47
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,53,23,6,0,36,47,20,18,29,29
Burglary at residential premises,181,200,209,214,164,121,137,105,113,114
Theft of motor vehicle and motorcycle,15,12,7,3,4,7,7,5,17,13
Theft out of or from motor vehicle,34,21,11,9,9,9,12,19,12,29
Stock-theft,108,92,55,51,38,32,45,26,25,24
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,5,2,3,5,3,7,8,6,5
Drug-related crime,27,23,12,30,9,34,14,24,27,15
Driving under the influence of alcohol or drugs,0,9,4,11,13,9,14,8,14,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,235,185,154,98,119,79,63,73,93,94
Commercial crime,14,15,10,5,21,34,25,24,25,21
Shoplifting,10,26,20,18,5,7,1,6,4,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,3,0,0,3,0,3,1,0,3
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,4,3,0,0,0,6,9,8,11,3
Robbery at non-residential premises,0,3,0,0,1,6,7,17,12,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,2,4,5,4,9,8,4,4,6
Public violence,7,3,0,0,0,0,0,0,0,0
Crimen injuria,51,47,39,21,9,2,13,11,8,7
Neglect and ill-treatment of children ,0,4,4,4,2,3,2,6,1,4
Kidnapping,9,4,3,1,0,0,0,2,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cambridge (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,28,19,28,25,32,23,42,45,26,26
Total Sexual Crimes,100,120,106,89,118,104,129,122,117,111
Attempted murder,33,28,24,14,22,20,20,10,13,15
Assault with the intent to inflict grievous bodily harm,455,525,449,460,496,463,449,420,429,406
Common assault,435,446,431,406,471,503,563,442,401,387
Common robbery,216,227,226,167,222,194,159,190,177,178
Robbery with aggravating circumstances,186,214,162,148,200,254,289,236,322,268
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,19,15,10,13,15,14,20,15,15,17
Malicious damage to property,310,321,385,370,469,488,550,620,634,472
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,175,209,204,243,191,284,377,297,288,198
Burglary at residential premises,1046,836,850,940,788,834,1062,1103,1114,1047
Theft of motor vehicle and motorcycle,427,545,497,410,290,314,231,222,263,171
Theft out of or from motor vehicle,965,1013,864,672,602,592,527,700,701,643
Stock-theft,15,9,9,9,9,10,7,9,18,14
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,15,13,4,7,13,13,13,19,14,18
Drug-related crime,66,76,49,45,60,93,90,107,143,180
Driving under the influence of alcohol or drugs,209,222,227,193,199,222,295,297,297,367
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2143,1783,1494,1637,1293,1353,1284,1362,1313,1177
Commercial crime,196,167,185,247,240,272,351,426,383,420
Shoplifting,307,297,238,242,261,282,310,314,361,347
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,8,4,2,3,7,5,5,8,10,4
Truck hijacking,0,0,0,1,1,0,0,0,0,0
Robbery at residential premises,2,1,1,2,2,6,17,17,18,32
Robbery at non-residential premises,0,1,2,1,3,10,13,16,16,23
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,32,24,22,34,38,33,31,31,37,38
Public violence,1,4,6,2,0,0,2,0,0,0
Crimen injuria,94,137,107,134,120,118,123,104,94,70
Neglect and ill-treatment of children ,4,6,1,12,9,10,7,6,1,3
Kidnapping,0,1,1,1,6,1,0,1,1,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cathcart (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,3,9,5,6,7,5,2,9,3
Total Sexual Crimes,6,8,12,28,13,16,18,22,29,25
Attempted murder,1,1,2,0,2,1,0,1,4,2
Assault with the intent to inflict grievous bodily harm,89,110,93,124,84,63,104,90,87,59
Common assault,111,71,93,68,40,48,44,31,50,38
Common robbery,8,5,3,10,2,9,7,7,7,5
Robbery with aggravating circumstances,7,0,8,5,6,0,5,6,6,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,2,1,0,4,1,1,2,2
Malicious damage to property,43,33,32,31,36,27,31,40,38,27
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,45,27,9,3,4,2,9,11,17,17
Burglary at residential premises,54,48,70,88,69,71,53,70,58,56
Theft of motor vehicle and motorcycle,7,8,3,2,6,4,3,7,5,6
Theft out of or from motor vehicle,13,6,9,13,7,5,3,15,8,12
Stock-theft,61,43,24,24,28,64,48,65,32,45
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,2,1,6,3,3,2,2,3
Drug-related crime,10,5,1,8,2,16,21,25,28,37
Driving under the influence of alcohol or drugs,6,1,0,6,9,9,7,18,14,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,93,60,63,49,53,61,39,33,59,31
Commercial crime,13,5,7,11,10,16,14,15,8,7
Shoplifting,10,4,3,1,1,2,3,4,3,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,2,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,0,2,1,2,0
Robbery at non-residential premises,4,1,0,0,0,0,2,2,2,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,3,3,4,5,4,6,4,4,2
Public violence,0,0,1,1,0,0,0,0,1,0
Crimen injuria,8,4,3,4,8,3,5,1,5,7
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,3,2,0
Kidnapping,0,1,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cedarville (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,1,2,1,6,1,3,3,3,5
Total Sexual Crimes,6,4,6,5,3,4,6,3,7,9
Attempted murder,1,0,1,1,0,0,1,1,0,0
Assault with the intent to inflict grievous bodily harm,23,11,25,27,20,13,14,15,5,20
Common assault,10,13,12,11,18,7,9,15,5,14
Common robbery,1,2,0,1,1,4,1,0,1,3
Robbery with aggravating circumstances,1,5,0,1,1,3,0,2,2,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,0
Malicious damage to property,9,5,7,9,4,4,1,7,4,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,16,12,10,8,10,7,11,6,11
Burglary at residential premises,22,29,17,33,24,16,14,33,24,31
Theft of motor vehicle and motorcycle,0,3,1,0,1,1,1,0,0,1
Theft out of or from motor vehicle,4,3,5,2,5,2,4,4,2,4
Stock-theft,48,28,35,41,40,22,22,20,23,36
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,2,1,1,0,1,1,0,0,7
Drug-related crime,12,8,18,9,13,8,8,6,11,38
Driving under the influence of alcohol or drugs,6,2,3,3,5,5,2,2,7,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,26,41,21,15,8,5,5,7,12,19
Commercial crime,0,0,3,0,0,0,0,0,0,1
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,1,3,0,1,8,5,3,4,3
Public violence,0,1,0,0,0,0,0,1,0,0
Crimen injuria,1,1,3,2,4,0,4,5,0,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,0,0,0
Kidnapping,0,0,0,0,1,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Centane (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Centane was previously spelled Kentani,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,62,75,55,48,50,43,60,44,49,76
Total Sexual Crimes,58,101,64,53,79,57,79,86,101,106
Attempted murder,58,124,62,50,50,33,31,42,47,34
Assault with the intent to inflict grievous bodily harm,270,292,185,207,175,192,209,269,240,238
Common assault,129,115,94,92,109,65,101,105,95,107
Common robbery,53,26,29,23,31,14,21,29,25,20
Robbery with aggravating circumstances,45,36,24,16,14,18,26,30,52,43
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,6,13,19,15,11,12,8,15,10
Malicious damage to property,72,69,53,49,52,58,73,76,83,98
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,28,10,8,2,3,8,9,10,57,51
Burglary at residential premises,116,127,99,87,108,82,93,84,114,80
Theft of motor vehicle and motorcycle,9,16,9,6,7,7,6,3,2,6
Theft out of or from motor vehicle,11,9,16,11,10,9,11,12,16,10
Stock-theft,111,49,23,36,36,20,28,65,43,39
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,21,13,8,10,7,5,11,13,9,15
Drug-related crime,30,67,42,28,22,25,31,46,67,69
Driving under the influence of alcohol or drugs,2,4,15,39,21,31,31,9,11,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,130,116,60,81,64,57,62,65,105,72
Commercial crime,9,19,6,5,7,14,14,8,19,10
Shoplifting,11,22,11,16,20,7,53,31,24,33
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,2,3,0,0,1,0,2,1
Truck hijacking,0,0,0,0,0,0,0,0,1,0
Robbery at residential premises,8,15,0,1,1,5,11,15,20,17
Robbery at non-residential premises,30,5,1,1,0,7,9,8,12,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,8,11,7,7,6,10,5,4,5
Public violence,0,0,0,0,2,3,1,1,0,5
Crimen injuria,21,16,15,20,23,11,9,22,14,17
Neglect and ill-treatment of children ,0,0,0,0,0,0,2,3,0,1
Kidnapping,2,1,0,0,0,0,2,2,2,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Chalumna (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,8,5,3,8,11,7,2,6,5
Total Sexual Crimes,18,19,18,27,20,18,16,26,16,22
Attempted murder,1,2,3,5,2,2,2,1,1,1
Assault with the intent to inflict grievous bodily harm,60,79,75,70,72,46,46,43,45,35
Common assault,4,12,16,9,5,8,12,3,4,11
Common robbery,5,4,9,10,7,3,4,4,3,3
Robbery with aggravating circumstances,9,11,9,6,3,11,7,7,9,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,4,2,5,3,0,4,1,2,1
Malicious damage to property,27,21,27,27,30,24,17,18,16,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,3,0,0,1,16,3,5,0
Burglary at residential premises,41,48,33,32,49,49,30,46,41,35
Theft of motor vehicle and motorcycle,1,3,1,0,1,0,0,2,0,0
Theft out of or from motor vehicle,136,170,91,165,117,69,58,82,44,83
Stock-theft,14,6,1,3,2,3,15,14,10,9
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,2,2,0,2,1,3,1,1
Drug-related crime,12,5,0,18,5,0,9,6,5,2
Driving under the influence of alcohol or drugs,0,0,2,3,1,2,2,3,1,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,32,21,29,30,35,24,31,31,47,43
Commercial crime,0,0,0,0,1,0,1,0,0,0
Shoplifting,0,0,0,1,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,2,0,0,0,1,1,0,0,0
Robbery at residential premises,1,1,0,0,0,1,0,1,0,2
Robbery at non-residential premises,0,0,0,0,1,1,0,1,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,6,4,2,3,2,2,3,4,5
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,2,2,7,4,3,4,4,6,5,4
Neglect and ill-treatment of children ,0,0,0,1,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Chungwa (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,5,12,11,9,6,7,8,11,8
Total Sexual Crimes,21,25,22,29,20,18,11,26,33,33
Attempted murder,0,3,5,4,2,3,2,0,0,2
Assault with the intent to inflict grievous bodily harm,135,127,102,101,112,87,90,103,107,72
Common assault,81,67,53,32,39,25,11,12,7,9
Common robbery,11,15,9,13,7,1,6,3,8,4
Robbery with aggravating circumstances,7,3,8,4,7,10,6,7,7,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,2,1,1,1,5,4,0,0,2
Malicious damage to property,41,29,31,29,28,11,24,27,23,15
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,12,9,0,0,2,4,2,1,2
Burglary at residential premises,39,46,34,39,46,36,40,26,31,28
Theft of motor vehicle and motorcycle,5,4,2,1,0,1,1,1,0,2
Theft out of or from motor vehicle,1,10,7,10,4,7,2,1,0,0
Stock-theft,65,40,16,21,30,38,32,20,17,28
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,0,1,0,0,2,2,3,0
Drug-related crime,7,2,4,6,1,4,9,7,4,2
Driving under the influence of alcohol or drugs,2,4,0,3,2,1,1,2,1,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,75,49,31,30,26,28,14,28,35,27
Commercial crime,0,0,1,3,0,1,0,0,0,2
Shoplifting,0,1,0,0,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,1,1,0,0,3,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,2,0,0,0,0,2,3,0,0,2
Robbery at non-residential premises,0,1,2,0,3,1,2,3,4,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,1,4,4,1,5,8,0,5,3
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,59,38,25,7,28,14,10,5,8,11
Neglect and ill-treatment of children ,1,1,2,1,0,1,0,0,0,0
Kidnapping,0,0,0,1,1,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Coffee Bay (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,3,1,7,6,4,5,3,3,5
Total Sexual Crimes,13,15,13,10,16,9,14,14,17,14
Attempted murder,4,5,5,9,25,2,2,1,1,1
Assault with the intent to inflict grievous bodily harm,47,90,69,71,60,59,61,82,67,62
Common assault,34,51,36,21,41,28,35,49,35,39
Common robbery,0,6,7,5,4,5,6,10,6,2
Robbery with aggravating circumstances,11,10,11,4,1,4,12,13,15,15
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,7,4,15,22,9,7,4,7,4
Malicious damage to property,9,19,19,15,14,7,29,16,11,17
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,7,7,9,3,4,4,3,16,22
Burglary at residential premises,43,29,22,30,27,34,49,52,34,33
Theft of motor vehicle and motorcycle,5,6,6,3,6,3,4,12,10,5
Theft out of or from motor vehicle,7,9,10,6,5,10,16,10,7,22
Stock-theft,3,17,14,15,20,6,4,10,7,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,7,9,7,8,3,7,8,5,4
Drug-related crime,6,14,7,7,9,9,12,19,22,25
Driving under the influence of alcohol or drugs,0,0,0,6,0,3,0,2,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,26,52,45,48,32,47,53,47,37,29
Commercial crime,1,3,2,1,7,2,1,5,0,1
Shoplifting,0,0,0,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,1,0
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,0,0,0,0,0,0,3,4,5,9
Robbery at non-residential premises,0,3,0,0,0,2,2,7,7,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,3,0,2,1,1,1,3,2,4
Public violence,0,5,0,0,0,1,1,0,1,0
Crimen injuria,0,0,0,0,3,1,5,16,6,3
Neglect and ill-treatment of children ,1,1,0,0,1,0,1,0,0,1
Kidnapping,4,3,0,0,1,1,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Cofimvaba (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,42,47,38,45,51,43,49,49,44,53
Total Sexual Crimes,57,49,61,79,82,101,89,110,88,96
Attempted murder,25,14,11,9,10,17,6,8,6,7
Assault with the intent to inflict grievous bodily harm,308,347,264,212,267,272,281,307,295,257
Common assault,141,134,57,58,80,62,73,59,66,72
Common robbery,32,26,44,46,32,36,40,45,38,32
Robbery with aggravating circumstances,40,50,41,21,27,53,45,60,54,64
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,19,14,12,20,22,9,21,18,7,9
Malicious damage to property,65,65,51,34,52,70,85,73,77,68
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,37,31,0,1,3,1,2,2,7,33
Burglary at residential premises,191,171,137,149,157,192,178,173,161,172
Theft of motor vehicle and motorcycle,37,16,12,10,28,17,18,20,15,14
Theft out of or from motor vehicle,38,17,18,8,13,13,16,22,18,13
Stock-theft,54,45,16,30,39,46,44,32,34,114
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,11,11,8,18,6,14,12,17,22
Drug-related crime,28,21,11,31,44,19,19,30,51,31
Driving under the influence of alcohol or drugs,2,4,2,7,6,4,48,33,15,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,170,125,103,113,106,143,103,104,127,112
Commercial crime,11,9,7,16,28,29,64,36,81,124
Shoplifting,26,23,8,6,14,15,18,15,26,15
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,2,4,1,0,3,2,4,2,2
Truck hijacking,0,0,0,0,0,1,1,1,0,0
Robbery at residential premises,12,8,1,0,0,28,8,17,17,14
Robbery at non-residential premises,7,11,0,0,5,14,3,11,25,24
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,8,14,9,10,14,13,14,13,14
Public violence,1,1,0,0,0,0,0,0,1,2
Crimen injuria,41,38,1,2,4,3,4,6,18,12
Neglect and ill-treatment of children ,1,1,1,1,0,3,2,0,0,0
Kidnapping,4,2,0,0,1,0,0,4,5,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Committees (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,0,3,0,0,0,1,0,0,0
Total Sexual Crimes,1,0,0,0,0,0,0,0,0,1
Attempted murder,0,1,0,0,1,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,2,1,4,4,1,0,1,0,0,1
Common assault,0,0,1,3,0,3,0,3,0,0
Common robbery,0,0,0,0,0,0,0,0,0,1
Robbery with aggravating circumstances,0,1,1,0,0,1,1,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,0,0,1,0,0,0
