Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Northern Cape   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Theft out of or from motor vehicle,5,8,3,4,3,2,6,1,6,1
Stock-theft,17,11,7,8,4,13,9,7,5,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,3,0,0,1,0,0,0,1
Drug-related crime,22,45,41,34,23,25,20,14,15,18
Driving under the influence of alcohol or drugs,4,9,18,10,7,4,5,2,1,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,27,30,28,20,29,22,16,26,24,18
Commercial crime,4,7,0,1,4,4,1,0,3,0
Shoplifting,5,3,0,2,2,2,1,0,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,2,3,0,1,1,1,2,2
Public violence,0,0,0,1,0,0,0,0,0,0
Crimen injuria,11,21,14,11,17,18,17,18,27,21
Neglect and ill-treatment of children ,1,0,0,3,4,6,9,2,3,2
Kidnapping,0,0,1,1,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Griekwastad (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,2,5,0,0,2,2,5,0,4
Total Sexual Crimes,11,11,6,8,4,9,7,10,10,9
Attempted murder,24,24,18,18,11,9,7,8,4,4
Assault with the intent to inflict grievous bodily harm,74,89,82,68,59,45,55,64,45,60
Common assault,51,45,44,41,18,24,22,15,22,16
Common robbery,3,6,0,4,1,5,2,5,1,0
Robbery with aggravating circumstances,2,1,1,0,0,2,0,5,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,2,0,1,1,1,1,2,0
Malicious damage to property,30,20,11,23,15,18,8,13,10,14
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,9,5,9,22,10,9,9,6,8,2
Burglary at residential premises,37,25,27,27,32,21,34,23,21,14
Theft of motor vehicle and motorcycle,0,4,3,0,1,0,1,0,0,0
Theft out of or from motor vehicle,11,10,6,6,7,6,5,0,6,2
Stock-theft,34,26,42,35,24,35,31,25,18,31
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,1,0,1,1,0,0,0,2
Drug-related crime,2,4,12,5,4,6,5,7,12,16
Driving under the influence of alcohol or drugs,2,7,3,3,5,3,2,2,5,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,60,55,47,43,27,41,21,15,23,25
Commercial crime,1,6,3,4,1,0,2,1,5,1
Shoplifting,9,6,4,1,0,0,1,2,0,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,0,0,0,1,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,1,0,3,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,2,4,0,1,2,1,1,2,2
Public violence,1,0,0,0,1,0,0,0,0,0
Crimen injuria,44,24,25,7,5,9,2,9,1,3
Neglect and ill-treatment of children ,3,1,4,1,2,3,0,0,0,1
Kidnapping,1,0,0,0,0,0,0,0,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Groblershoop (NC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,19,12,9,13,8,11,13,11,7,9
Total Sexual Crimes,61,53,42,33,29,24,38,37,33,38
Attempted murder,19,21,29,15,14,3,7,9,1,10
Assault with the intent to inflict grievous bodily harm,412,404,283,296,187,135,147,148,163,192
Common assault,211,171,95,130,79,34,30,25,60,36
Common robbery,27,15,13,17,9,1,3,2,2,3
Robbery with aggravating circumstances,0,3,3,2,0,0,0,1,2,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,6,12,13,5,2,2,2,5,2
Malicious damage to property,116,91,96,79,56,37,28,38,33,39
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,29,8,21,45,19,18,30,18,15,18
Burglary at residential premises,158,151,126,93,58,36,52,41,37,46
Theft of motor vehicle and motorcycle,4,1,4,8,2,0,0,2,2,3
Theft out of or from motor vehicle,27,11,15,17,7,3,4,5,5,3
Stock-theft,149,117,81,84,55,50,77,62,51,42
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,6,2,1,1,1,0,2,0,1
Drug-related crime,27,35,37,45,66,63,31,32,24,19
Driving under the influence of alcohol or drugs,8,13,6,5,10,19,10,8,14,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,217,220,130,111,79,60,58,51,40,58
Commercial crime,12,6,8,5,3,3,1,1,5,2
Shoplifting,10,10,33,15,1,5,10,4,2,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,1,0
Robbery at residential premises,0,0,1,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,1,1,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,10,5,1,7,4,11,7,8,6
Public violence,0,1,0,0,0,0,1,0,0,0
Crimen injuria,21,60,33,26,9,9,11,12,12,19
Neglect and ill-treatment of children ,8,3,2,2,1,1,1,3,0,0
Kidnapping,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hanover (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,1,4,3,2,5,2,1,2,6
Total Sexual Crimes,9,7,3,8,12,10,5,6,11,15
Attempted murder,5,4,9,2,3,1,5,0,2,2
Assault with the intent to inflict grievous bodily harm,81,82,52,50,63,37,55,50,55,47
Common assault,54,66,29,23,40,22,36,15,22,12
Common robbery,9,5,4,5,6,1,2,2,4,6
Robbery with aggravating circumstances,0,1,0,1,1,1,4,0,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,0,0,0,0,0,1,1,0,3
Malicious damage to property,19,34,15,14,22,8,21,11,13,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,13,18,4,11,6,8,6,17,10,10
Burglary at residential premises,40,45,48,35,30,25,23,30,33,37
Theft of motor vehicle and motorcycle,1,1,0,3,0,2,0,1,3,1
Theft out of or from motor vehicle,11,7,15,7,2,8,4,3,5,13
Stock-theft,50,58,47,22,14,21,37,35,30,53
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,14,20,21,5,12,16,11,17,16,15
Driving under the influence of alcohol or drugs,4,3,2,2,6,1,3,2,2,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,63,68,35,18,27,22,20,20,20,29
Commercial crime,8,5,5,7,8,6,1,6,7,1
Shoplifting,3,4,4,2,1,1,2,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,9,5,6,3,7,4,8,7,4
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,27,19,4,7,1,5,4,2,2,3
Neglect and ill-treatment of children ,7,0,2,0,3,0,0,0,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hartswater (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,7,4,6,3,5,4,6,6,5
Total Sexual Crimes,58,56,40,32,27,23,47,31,18,22
Attempted murder,61,47,44,22,14,10,9,10,6,7
Assault with the intent to inflict grievous bodily harm,164,133,131,111,108,126,104,105,100,93
Common assault,158,172,93,59,28,49,34,40,22,50
Common robbery,30,46,28,24,11,20,19,15,10,18
Robbery with aggravating circumstances,9,14,13,7,6,17,13,2,7,12
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,5,3,3,4,2,3,5,0,2
Malicious damage to property,80,83,52,56,44,63,42,31,26,35
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,78,48,80,96,96,89,64,72,59,60
Burglary at residential premises,260,281,233,222,166,158,213,106,126,119
Theft of motor vehicle and motorcycle,32,34,20,11,10,9,4,18,9,6
Theft out of or from motor vehicle,87,65,31,47,33,36,27,40,41,34
Stock-theft,32,22,20,28,23,18,18,18,18,21
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,5,3,2,1,0,0,0,2,1
Drug-related crime,9,10,14,12,7,13,12,8,12,14
Driving under the influence of alcohol or drugs,13,16,18,17,10,9,11,13,8,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,479,405,360,191,211,219,133,157,118,161
Commercial crime,29,46,29,27,19,28,31,47,41,47
Shoplifting,105,180,104,106,57,68,52,49,47,51
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,1,1,2,1,2,6,1,0,5
Robbery at non-residential premises,1,0,0,0,1,8,3,0,1,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,17,17,12,13,7,11,11,5,6
Public violence,0,0,1,1,0,0,1,0,0,0
Crimen injuria,47,49,38,13,7,4,5,7,8,9
Neglect and ill-treatment of children ,3,3,1,2,3,2,3,0,1,0
Kidnapping,0,1,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Heuningvlei (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,3,1,0,0,0,2,0,2,4
Total Sexual Crimes,6,10,7,9,13,7,6,10,7,4
Attempted murder,0,2,0,1,0,2,0,1,2,2
Assault with the intent to inflict grievous bodily harm,52,62,38,42,41,36,23,38,37,34
Common assault,8,10,9,16,17,21,11,5,20,14
Common robbery,0,0,4,4,6,3,0,1,1,1
Robbery with aggravating circumstances,1,1,0,1,3,1,0,0,5,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,1
Malicious damage to property,5,5,2,6,8,7,2,7,3,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,8,8,9,2,10,9,3,8,9
Burglary at residential premises,1,7,5,8,1,11,4,4,8,2
Theft of motor vehicle and motorcycle,0,1,1,1,0,1,0,0,0,0
Theft out of or from motor vehicle,1,2,0,2,0,0,0,2,1,0
Stock-theft,62,55,22,20,18,16,12,11,13,20
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,0,0,0,0,0,0,0
Drug-related crime,0,0,0,2,0,1,3,0,0,0
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,4,8,6,11,10,11,9,6,14,13
Commercial crime,0,1,3,1,0,1,0,1,0,0
Shoplifting,0,1,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,1,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,0,0,0,1,0
Robbery at non-residential premises,0,0,0,0,1,0,0,0,4,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,2,1,0,3,0,1,0,5,1
Public violence,0,0,0,0,0,1,0,0,0,0
Crimen injuria,3,1,1,1,2,2,0,1,1,0
Neglect and ill-treatment of children ,0,0,1,0,0,0,0,0,0,0
Kidnapping,2,2,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hondeklip Bay (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,1,0,0,0,0
Total Sexual Crimes,1,4,1,6,2,1,4,4,3,2
Attempted murder,1,2,0,0,2,0,0,1,0,1
Assault with the intent to inflict grievous bodily harm,10,3,2,11,2,3,5,5,5,3
Common assault,8,12,3,14,16,8,7,7,11,11
Common robbery,0,1,0,0,0,1,0,0,1,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,0,0,0,0,0,0
Malicious damage to property,10,2,5,4,7,7,4,3,3,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,1,5,1,3,7,1,1,4,2
Burglary at residential premises,4,9,5,3,1,2,3,2,5,2
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,1,0
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,0,0
Stock-theft,0,0,0,1,0,1,1,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,0,0,0,0,0,0,0
Drug-related crime,10,6,9,9,10,7,16,2,3,3
Driving under the influence of alcohol or drugs,4,2,0,0,0,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,8,3,1,3,4,10,2,11,9,5
Commercial crime,0,0,0,0,0,0,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,1,0,0,0,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,6,4,0,1,0,1,1,5,2,1
Neglect and ill-treatment of children ,0,0,1,3,1,0,4,0,2,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hopetown (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,8,2,8,8,8,10,6,9,9
Total Sexual Crimes,26,27,24,10,23,18,30,20,32,36
Attempted murder,12,5,10,8,15,10,13,4,4,6
Assault with the intent to inflict grievous bodily harm,183,146,134,120,126,131,132,122,129,116
Common assault,97,87,97,74,83,115,118,128,117,83
Common robbery,8,6,5,6,9,7,12,19,10,6
Robbery with aggravating circumstances,3,2,3,0,4,3,6,3,9,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,4,1,2,0,5,1,4,1,2
Malicious damage to property,28,34,30,34,30,34,59,42,35,40
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,39,18,26,19,19,14,56,35,31,23
Burglary at residential premises,64,60,58,40,32,55,121,59,52,44
Theft of motor vehicle and motorcycle,4,2,0,2,1,1,4,3,7,8
Theft out of or from motor vehicle,25,20,19,12,6,9,8,14,13,16
Stock-theft,63,35,55,46,34,52,41,38,34,47
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,1,1,2,1,0,1,1,0,0
Drug-related crime,88,90,167,188,85,98,78,98,166,101
Driving under the influence of alcohol or drugs,8,11,12,11,14,8,7,10,10,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,175,82,110,71,75,74,105,81,71,69
Commercial crime,8,8,6,3,7,3,11,7,4,8
Shoplifting,16,23,17,20,14,18,14,4,10,14
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,3,1,2,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,4,3,7,6,2,1,6,4,5
Public violence,0,1,0,0,0,0,0,0,0,0
Crimen injuria,8,4,11,15,15,9,23,10,8,13
Neglect and ill-treatment of children ,1,2,2,4,6,2,3,2,1,2
Kidnapping,0,1,0,0,1,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Jan Kempdorp (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,8,4,7,5,11,8,7,3,11
Total Sexual Crimes,45,40,39,36,36,37,29,33,40,42
Attempted murder,7,9,7,6,4,3,8,5,5,3
Assault with the intent to inflict grievous bodily harm,246,213,209,161,157,174,120,102,73,85
Common assault,189,169,94,77,56,71,52,56,67,38
Common robbery,38,45,24,30,24,23,12,16,16,12
Robbery with aggravating circumstances,9,11,9,14,23,14,26,15,22,11
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,4,4,2,2,3,2,1,0,2
Malicious damage to property,67,68,62,42,67,52,37,32,46,33
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,50,43,60,68,75,56,46,32,55,55
Burglary at residential premises,207,183,217,156,143,128,132,96,154,163
Theft of motor vehicle and motorcycle,11,10,15,9,6,6,4,15,6,11
Theft out of or from motor vehicle,47,40,38,21,52,25,31,16,18,30
Stock-theft,26,15,21,15,6,33,14,17,15,17
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,3,3,2,0,0,0,2,2
Drug-related crime,10,9,7,18,11,10,17,12,34,37
Driving under the influence of alcohol or drugs,8,7,15,8,13,12,13,7,9,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,314,228,189,110,172,136,124,106,126,114
Commercial crime,24,17,21,18,24,20,27,29,38,29
Shoplifting,42,34,31,25,20,36,28,9,8,10
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,1,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,4,1,3,3
Robbery at non-residential premises,0,0,1,1,0,1,14,10,10,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,6,3,7,10,9,4,4,3,7
Public violence,0,0,0,1,2,0,1,0,0,0
Crimen injuria,76,43,17,16,13,25,7,6,12,8
Neglect and ill-treatment of children ,1,3,2,4,2,3,2,0,1,2
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kagisho (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Kagisho was established from Galeshewe May 2008.  Kagisho should not be confused with Kagiso in Gauteng,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,17,18,16,16,14
Total Sexual Crimes,0,0,0,0,0,87,87,60,51,68
Attempted murder,0,0,0,0,0,33,27,28,22,14
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,508,494,372,311,311
Common assault,0,0,0,0,0,265,224,113,116,130
Common robbery,0,0,0,0,0,84,77,46,35,29
Robbery with aggravating circumstances,0,0,0,0,0,177,104,58,46,58
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,13,14,5,2,4
Malicious damage to property,0,0,0,0,0,177,170,129,91,95
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,26,20,21,29,31
Burglary at residential premises,0,0,0,0,0,234,262,309,224,203
Theft of motor vehicle and motorcycle,0,0,0,0,0,11,12,6,6,5
Theft out of or from motor vehicle,0,0,0,0,0,60,47,93,89,82
Stock-theft,0,0,0,0,0,14,12,13,14,19
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,4,4,3,2,1
Drug-related crime,0,0,0,0,0,24,17,22,36,24
Driving under the influence of alcohol or drugs,0,0,0,0,0,24,20,25,24,20
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,228,201,139,143,106
Commercial crime,0,0,0,0,0,8,14,11,3,6
Shoplifting,0,0,0,0,0,11,67,114,40,31
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,1,1,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,2,5,2,4,2
Robbery at non-residential premises,0,0,0,0,0,1,8,8,11,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,4,1,0,2,2
Public violence,0,0,0,0,0,1,0,1,0,0
Crimen injuria,0,0,0,0,0,11,8,2,3,17
Neglect and ill-treatment of children ,0,0,0,0,0,6,11,6,10,4
Kidnapping,0,0,0,0,0,5,1,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kakamas (NC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Kakamas ceded Augrabies April 2009 ,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,23,12,21,18,19,12,7,3,6,8
Total Sexual Crimes,78,103,106,94,55,79,35,32,28,38
Attempted murder,40,36,34,39,30,29,21,25,17,6
Assault with the intent to inflict grievous bodily harm,374,376,300,225,224,229,148,157,134,182
Common assault,279,266,161,140,112,144,73,112,102,102
Common robbery,15,18,15,12,10,15,8,8,12,15
Robbery with aggravating circumstances,2,2,6,5,5,7,3,2,9,14
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,5,8,4,2,2,5,7,0,3
Malicious damage to property,124,110,96,68,71,44,52,55,52,55
