Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Western Cape  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,4,4,1,2,1,4,1,3,2
Total Sexual Crimes,8,18,12,19,16,15,23,23,17,19
Attempted murder,2,1,0,0,0,0,0,1,0,3
Assault with the intent to inflict grievous bodily harm,86,71,49,43,50,57,78,54,66,63
Common assault,119,91,57,60,75,80,77,77,69,105
Common robbery,5,0,1,1,0,0,7,4,6,4
Robbery with aggravating circumstances,1,0,0,0,0,1,3,3,3,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,0,1,1,0,0,0,0,1,0
Malicious damage to property,45,41,37,33,36,29,49,43,40,61
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,26,14,11,11,13,11,14,26,19,32
Burglary at residential premises,111,65,53,51,40,50,56,82,93,167
Theft of motor vehicle and motorcycle,10,3,4,0,1,0,0,4,3,2
Theft out of or from motor vehicle,23,16,5,7,3,6,18,29,24,40
Stock-theft,2,4,3,4,1,8,10,7,12,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,2,2,2,3,1,1,1
Drug-related crime,73,129,115,134,168,131,140,120,83,122
Driving under the influence of alcohol or drugs,7,8,10,9,11,12,10,18,8,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,121,59,53,48,58,84,92,113,134,145
Commercial crime,3,3,1,1,1,2,3,5,5,12
Shoplifting,1,1,1,0,0,1,3,4,3,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,1,1,1
Robbery at non-residential premises,0,0,0,0,0,0,1,0,2,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,1,1,3,0,2,2,3,2
Public violence,0,0,1,0,0,1,0,0,0,0
Crimen injuria,6,7,7,7,6,3,7,6,8,8
Neglect and ill-treatment of children ,3,1,1,2,0,2,4,3,2,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  George (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
George was the recipient of Herold,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,15,18,20,17,10,16,9,13,17,13
Total Sexual Crimes,92,123,94,88,91,91,114,134,115,124
Attempted murder,7,8,5,0,0,2,2,6,6,11
Assault with the intent to inflict grievous bodily harm,278,269,257,247,177,163,173,169,207,199
Common assault,636,714,495,481,359,326,269,436,412,471
Common robbery,54,68,54,39,27,28,31,56,64,59
Robbery with aggravating circumstances,39,22,24,27,25,27,31,55,81,112
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,6,5,5,3,2,3,6,10,9
Malicious damage to property,404,416,407,424,370,324,295,285,295,231
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,416,304,261,280,354,288,328,376,339,478
Burglary at residential premises,707,623,725,601,612,589,665,847,864,860
Theft of motor vehicle and motorcycle,153,136,146,82,78,90,58,57,50,50
Theft out of or from motor vehicle,625,640,525,461,543,450,487,638,613,955
Stock-theft,45,32,18,5,5,14,24,20,14,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,12,13,9,10,8,5,14,6,22
Drug-related crime,212,305,366,467,532,583,596,696,685,743
Driving under the influence of alcohol or drugs,151,153,242,333,510,396,394,389,303,257
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2085,2246,1513,1828,1574,1449,1262,1448,1438,1523
Commercial crime,232,239,162,159,209,212,256,261,218,229
Shoplifting,519,505,523,593,510,550,697,510,445,363
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,2,1,1,2,1,1,0,3
Truck hijacking,0,0,0,0,0,0,0,0,0,1
Robbery at residential premises,0,0,0,0,2,3,5,13,12,27
Robbery at non-residential premises,1,0,1,0,0,2,2,4,6,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,20,25,27,19,23,19,17,19,9
Public violence,0,1,2,4,2,3,0,3,1,0
Crimen injuria,170,193,162,198,126,111,76,153,112,132
Neglect and ill-treatment of children ,18,17,13,7,7,8,6,8,13,9
Kidnapping,2,1,0,7,2,0,0,1,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Goodwood (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,11,2,7,4,9,3,8,1
Total Sexual Crimes,57,59,61,52,67,68,54,33,56,32
Attempted murder,15,16,9,9,9,8,10,6,7,11
Assault with the intent to inflict grievous bodily harm,77,97,105,76,74,69,78,86,98,74
Common assault,384,447,389,324,312,334,333,311,340,252
Common robbery,117,131,89,111,120,133,128,138,154,149
Robbery with aggravating circumstances,110,146,167,218,225,173,150,143,157,171
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,6,3,2,2,6,2,1,4,1
Malicious damage to property,294,267,347,292,294,297,220,189,234,207
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,132,88,80,111,114,150,130,129,140,137
Burglary at residential premises,436,404,323,333,326,394,325,510,611,510
Theft of motor vehicle and motorcycle,462,442,407,443,344,335,292,309,283,279
Theft out of or from motor vehicle,458,580,481,503,436,382,564,486,523,526
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,13,12,17,9,11,21,13,8,11
Drug-related crime,87,115,216,384,346,364,338,359,436,348
Driving under the influence of alcohol or drugs,113,71,105,149,187,154,193,276,401,378
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1772,1636,1429,1304,1333,1317,1309,1141,1265,1213
Commercial crime,204,196,191,196,259,346,296,297,358,297
Shoplifting,299,297,217,210,307,405,512,407,387,383
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,8,5,12,11,27,11,5,5,4,7
Truck hijacking,0,0,1,0,0,0,0,0,0,0
Robbery at residential premises,1,2,2,4,4,12,9,7,6,20
Robbery at non-residential premises,0,0,1,0,7,12,11,19,6,14
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,14,18,23,15,17,8,14,10,13
Public violence,3,1,1,2,1,0,0,0,0,0
Crimen injuria,112,112,87,48,74,54,76,78,41,37
Neglect and ill-treatment of children ,8,4,2,3,4,2,4,5,1,5
Kidnapping,6,3,2,0,5,1,4,7,10,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gordons Bay (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,2,3,5,5,1,1,1,2,0
Total Sexual Crimes,17,15,19,13,18,13,20,17,18,10
Attempted murder,4,0,1,0,1,0,0,1,2,0
Assault with the intent to inflict grievous bodily harm,23,24,11,10,15,15,32,28,29,17
Common assault,145,127,81,61,42,63,107,112,138,126
Common robbery,16,3,1,3,6,10,23,24,31,22
Robbery with aggravating circumstances,12,10,7,9,7,6,15,12,32,16
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,1,1,1,0,0,0,2,1
Malicious damage to property,118,87,90,61,66,80,121,129,124,128
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,11,6,11,10,13,26,25,42,30
Burglary at residential premises,241,210,257,179,148,231,371,371,488,379
Theft of motor vehicle and motorcycle,39,46,33,47,43,56,58,53,46,40
Theft out of or from motor vehicle,193,154,217,130,132,111,173,221,258,182
Stock-theft,1,0,0,0,0,0,0,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,3,2,3,4,2,10,8,1
Drug-related crime,10,13,40,49,76,71,58,95,136,129
Driving under the influence of alcohol or drugs,37,37,27,56,61,65,120,117,111,118
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,390,443,402,389,490,497,558,624,671,675
Commercial crime,17,30,14,25,15,32,59,61,41,36
Shoplifting,30,28,27,9,7,15,30,24,27,12
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,2,0,1,1,0,0,1,1,0
Truck hijacking,0,0,0,1,0,0,0,0,0,0
Robbery at residential premises,3,3,1,2,2,1,3,4,10,8
Robbery at non-residential premises,0,0,0,0,3,2,3,3,3,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,11,13,11,7,8,6,5,5,4
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,41,44,26,31,37,31,19,23,44,36
Neglect and ill-treatment of children ,1,0,2,0,2,0,3,2,0,0
Kidnapping,0,3,0,0,0,2,0,0,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Graafwater (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,2,4,2,2,2,0,1,5,1
Total Sexual Crimes,14,15,11,17,13,9,11,12,14,27
Attempted murder,1,0,0,0,0,1,0,0,0,1
Assault with the intent to inflict grievous bodily harm,32,31,35,32,30,20,23,29,37,35
Common assault,57,50,30,47,28,21,26,34,35,35
Common robbery,0,0,1,0,0,0,1,1,2,0
Robbery with aggravating circumstances,0,0,0,0,1,0,0,1,2,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,0,0,0,0,0,0
Malicious damage to property,12,6,3,5,6,2,3,5,8,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,6,6,1,0,1,4,7,10,13
Burglary at residential premises,12,4,9,7,8,5,9,12,10,12
Theft of motor vehicle and motorcycle,3,0,0,0,0,0,0,1,1,0
Theft out of or from motor vehicle,1,0,3,1,0,2,1,1,5,4
Stock-theft,2,3,1,1,0,0,1,2,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,1,1,1,0,0,0,1
Drug-related crime,59,86,102,106,87,69,65,74,60,62
Driving under the influence of alcohol or drugs,1,3,9,11,5,7,5,1,2,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,10,7,5,8,8,7,10,14,31,17
Commercial crime,0,0,1,0,1,0,1,0,3,1
Shoplifting,2,0,0,3,1,0,1,0,3,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,1,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,0,2,1,3,1,0,4,3
Public violence,0,0,0,0,0,0,0,0,1,0
Crimen injuria,8,3,9,7,5,2,6,17,4,15
Neglect and ill-treatment of children ,0,0,1,0,0,0,0,1,0,0
Kidnapping,0,1,0,0,0,1,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Grabouw (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,33,20,18,21,19,39,14,27,23
Total Sexual Crimes,85,78,55,44,39,53,60,56,65,65
Attempted murder,19,10,12,6,6,8,7,9,9,12
Assault with the intent to inflict grievous bodily harm,328,264,163,82,106,122,126,155,157,193
Common assault,425,367,166,132,123,126,239,169,190,205
Common robbery,39,39,28,18,20,23,43,47,58,61
Robbery with aggravating circumstances,42,44,25,9,17,29,37,57,46,60
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,8,4,2,1,3,1,4,4,6
Malicious damage to property,203,160,110,94,80,111,142,144,138,142
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,111,76,86,92,93,119,80,149,118,148
Burglary at residential premises,464,337,228,183,189,271,338,299,213,374
Theft of motor vehicle and motorcycle,25,17,29,29,36,10,13,30,22,11
Theft out of or from motor vehicle,149,161,88,36,58,86,164,208,133,177
Stock-theft,2,1,0,1,0,0,8,0,1,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,17,11,15,3,5,3,3,9,6,5
Drug-related crime,199,353,335,343,263,174,226,260,259,236
Driving under the influence of alcohol or drugs,55,61,70,67,81,80,66,100,97,50
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,556,413,222,176,191,330,419,511,464,413
Commercial crime,38,33,27,28,18,14,32,67,57,67
Shoplifting,126,87,58,41,52,89,145,134,135,92
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,1,0,1,2,1,2,0,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,8,8,10,9,3
Robbery at non-residential premises,1,0,0,0,2,2,2,10,12,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,12,17,12,17,18,14,9,17,13
Public violence,3,12,14,2,1,1,2,4,4,6
Crimen injuria,183,129,62,47,67,69,113,81,59,68
Neglect and ill-treatment of children ,21,5,1,6,0,2,6,5,2,0
Kidnapping,6,4,2,2,5,0,2,2,0,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Grassy Park (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,25,25,17,15,20,7,12,15,15,35
Total Sexual Crimes,129,133,135,139,137,146,127,125,90,97
Attempted murder,62,35,22,28,23,14,18,23,20,80
Assault with the intent to inflict grievous bodily harm,180,288,204,229,222,250,257,274,248,251
Common assault,780,689,383,469,476,470,498,495,482,520
Common robbery,307,262,154,158,107,142,118,137,158,147
Robbery with aggravating circumstances,159,166,130,172,166,149,148,161,136,182
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,14,7,4,12,9,5,13,9,9
Malicious damage to property,581,579,442,535,468,443,457,406,445,527
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,155,88,84,224,197,129,180,191,137,206
Burglary at residential premises,721,740,844,723,756,828,786,755,709,725
Theft of motor vehicle and motorcycle,174,171,191,197,248,183,163,146,114,182
Theft out of or from motor vehicle,842,748,754,619,624,664,688,688,540,650
Stock-theft,0,0,1,1,0,0,0,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,22,46,30,21,24,32,28,30,29,45
Drug-related crime,276,360,376,586,777,923,1222,1640,1810,1516
Driving under the influence of alcohol or drugs,45,75,86,96,102,104,121,174,154,75
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1413,1308,938,1363,1441,1397,1575,1551,1821,1938
Commercial crime,50,66,48,55,94,96,106,105,133,102
Shoplifting,177,183,233,242,249,347,291,272,246,223
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,15,6,13,9,12,10,7,13,2,5
Truck hijacking,0,0,1,0,0,0,0,0,0,2
Robbery at residential premises,6,0,1,4,7,7,8,17,6,11
Robbery at non-residential premises,1,0,0,0,4,21,11,19,16,24
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,10,6,8,8,9,13,6,4,4
Public violence,2,2,1,3,1,2,3,6,3,7
Crimen injuria,128,157,58,47,74,78,75,96,92,113
Neglect and ill-treatment of children ,18,8,12,11,12,12,7,11,3,4
Kidnapping,1,4,4,4,4,0,5,10,2,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Groot Brakrivier (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,6,13,6,7,2,8,4,4,3
Total Sexual Crimes,22,31,31,20,28,21,41,30,17,11
Attempted murder,4,1,2,0,5,7,16,10,8,7
Assault with the intent to inflict grievous bodily harm,147,121,123,110,132,158,163,125,142,137
Common assault,194,173,145,146,172,147,120,135,109,105
Common robbery,10,8,4,3,4,6,9,7,10,7
Robbery with aggravating circumstances,6,2,2,3,1,4,1,9,14,17
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,3,3,3,1,1,7,3,3,2
Malicious damage to property,71,63,45,38,53,33,61,55,50,54
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,35,26,9,13,19,13,13,26,33,18
Burglary at residential premises,140,149,161,55,83,79,157,178,161,159
Theft of motor vehicle and motorcycle,37,9,12,12,7,17,7,9,5,15
Theft out of or from motor vehicle,38,24,21,10,25,18,54,43,24,24
Stock-theft,13,6,4,1,3,9,6,6,5,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,4,6,0,1,2,2,3,4,5
Drug-related crime,47,111,145,166,166,191,167,131,110,97
Driving under the influence of alcohol or drugs,22,35,65,44,42,44,45,42,32,33
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,185,155,174,123,124,143,127,144,128,142
Commercial crime,9,7,5,6,6,8,7,14,10,18
Shoplifting,6,2,5,5,4,9,10,13,8,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,3,0,4,6,8
Robbery at non-residential premises,0,1,0,0,0,1,0,3,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,5,4,7,8,6,4,6,7,7
Public violence,1,0,0,0,0,0,0,0,1,0
Crimen injuria,12,12,6,6,12,11,7,15,5,10
Neglect and ill-treatment of children ,3,0,1,2,2,2,1,1,0,2
Kidnapping,0,0,1,0,0,0,0,1,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Groot-Drakenstein (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,3,8,5,3,3,4,3,3,3
Total Sexual Crimes,32,24,37,36,29,35,37,29,30,29
Attempted murder,6,1,2,1,3,0,5,5,2,2
Assault with the intent to inflict grievous bodily harm,143,95,97,68,118,84,97,78,74,103
Common assault,92,58,42,43,41,39,31,34,31,45
Common robbery,10,11,9,5,17,10,6,9,9,10
Robbery with aggravating circumstances,9,1,3,7,9,2,9,2,10,11
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,3,1,3,5,0,2,4,0
Malicious damage to property,69,60,52,57,48,51,52,45,40,84
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,59,44,34,38,48,40,42,41,54,90
Burglary at residential premises,117,86,41,57,91,88,85,77,70,109
Theft of motor vehicle and motorcycle,7,11,3,1,5,6,2,6,0,4
Theft out of or from motor vehicle,54,34,40,38,24,32,36,43,46,33
Stock-theft,2,3,8,7,17,17,2,1,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,2,2,0,0,4,2,1,3,1
Drug-related crime,66,89,84,68,42,74,112,159,156,197
Driving under the influence of alcohol or drugs,13,7,14,9,7,9,10,12,5,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,213,150,107,114,156,129,123,152,149,133
Commercial crime,5,4,1,1,4,1,8,8,3,5
Shoplifting,1,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,0,0,1,2,0,0,0,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,0,0,0,2,1,2,6
Robbery at non-residential premises,0,0,0,0,2,0,2,0,0,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,14,10,4,11,6,5,2,8,8,5
Public violence,0,2,2,2,1,0,0,2,0,0
Crimen injuria,31,15,6,14,10,15,11,9,4,12
Neglect and ill-treatment of children ,3,7,3,2,1,1,2,0,2,3
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gugulethu (WC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,154,146,154,161,153,135,110,150,120,129
Total Sexual Crimes,203,243,247,247,206,214,190,232,257,265
Attempted murder,149,100,110,105,80,91,80,88,106,74
Assault with the intent to inflict grievous bodily harm,1100,935,849,720,642,564,568,634,663,646
Common assault,888,992,808,616,483,544,540,595,619,616
Common robbery,542,500,231,223,171,140,148,147,192,250
Robbery with aggravating circumstances,664,704,793,554,484,336,347,364,421,577
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,41,22,20,25,13,9,17,18,24,21
Malicious damage to property,686,607,574,547,422,372,401,420,447,620
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,18,54,43,51,91,62,85,113,163,134
Burglary at residential premises,773,593,471,426,391,394,452,457,454,527
Theft of motor vehicle and motorcycle,84,101,133,132,152,126,157,114,134,103
Theft out of or from motor vehicle,147,97,89,73,101,111,196,174,249,377
Stock-theft,1,2,0,0,0,0,1,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,93,114,102,106,120,128,117,118,110,103
Drug-related crime,227,324,314,383,449,595,813,1136,1507,1649
Driving under the influence of alcohol or drugs,51,69,61,84,114,191,321,436,510,358
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1727,1350,1077,534,401,450,508,615,891,855
Commercial crime,45,68,52,38,72,136,115,146,219,176
Shoplifting,33,9,13,11,18,8,226,493,411,498
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,92,82,118,60,55,34,44,31,54,58
Truck hijacking,1,1,0,1,0,0,0,1,6,0
Robbery at residential premises,4,11,20,26,44,38,45,37,41,52
Robbery at non-residential premises,1,5,3,0,10,27,20,40,67,69
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,18,14,17,26,11,12,18,7,13
Public violence,6,3,2,7,6,17,7,5,5,4
Crimen injuria,214,239,149,92,47,67,55,55,92,148
Neglect and ill-treatment of children ,60,47,30,19,17,30,29,17,13,8
Kidnapping,19,15,18,8,10,4,3,12,18,29
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Harare (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Harare was established from Khayelitsha July 2004,,,,,,,,,,
,,,,,,,,,,
