Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  North West  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Burglary at residential premises,134,125,136,72,98,102,104,75,49,114
Theft of motor vehicle and motorcycle,12,14,13,17,11,4,4,7,3,5
Theft out of or from motor vehicle,21,15,17,10,10,10,10,5,21,13
Stock-theft,50,38,26,32,47,49,47,66,49,72
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,5,3,2,5,2,1,2,3,2
Drug-related crime,27,58,60,24,22,30,26,25,16,29
Driving under the influence of alcohol or drugs,15,12,11,24,36,26,38,32,16,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,219,157,144,129,131,122,83,93,92,99
Commercial crime,6,17,6,5,5,11,5,10,22,15
Shoplifting,5,2,2,2,3,4,1,1,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,2,0,1
Truck hijacking,0,0,0,2,3,1,1,0,0,0
Robbery at residential premises,0,0,0,0,0,4,3,3,1,1
Robbery at non-residential premises,0,0,0,1,1,3,4,10,7,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,6,9,8,14,6,9,7,7,9
Public violence,0,3,0,0,0,2,1,1,0,0
Crimen injuria,33,21,8,3,14,13,7,6,7,14
Neglect and ill-treatment of children ,2,1,1,0,0,1,0,1,0,3
Kidnapping,0,0,1,0,0,0,1,3,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hartbeespoortdam (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,8,8,8,12,6,7,7,14,13
Total Sexual Crimes,45,30,28,43,44,41,40,41,37,38
Attempted murder,10,10,16,18,30,25,42,20,14,22
Assault with the intent to inflict grievous bodily harm,103,122,130,141,166,168,148,182,175,158
Common assault,172,200,197,241,211,206,189,176,127,125
Common robbery,62,60,58,48,58,64,46,29,24,25
Robbery with aggravating circumstances,45,74,84,134,105,119,157,139,93,112
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,6,5,9,19,13,12,8,14,6
Malicious damage to property,87,93,129,151,129,201,211,199,224,199
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,45,45,80,96,120,200,187,124,127,145
Burglary at residential premises,395,564,596,605,644,725,689,567,550,477
Theft of motor vehicle and motorcycle,58,91,122,163,96,95,97,71,87,76
Theft out of or from motor vehicle,75,134,121,165,178,221,242,234,266,264
Stock-theft,8,4,5,8,8,9,29,8,22,18
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,3,4,8,13,18,13,11,33,4
Drug-related crime,11,25,34,35,82,56,40,58,89,132
Driving under the influence of alcohol or drugs,5,15,21,23,36,26,39,24,33,40
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,566,502,496,647,682,782,697,600,586,515
Commercial crime,72,47,37,64,83,91,139,134,134,149
Shoplifting,13,6,4,33,42,40,52,24,38,21
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,11,6,10,7,5,9,11,4,7
Truck hijacking,1,1,3,7,3,2,2,1,2,1
Robbery at residential premises,2,2,3,29,34,38,56,45,29,39
Robbery at non-residential premises,1,0,1,8,10,18,25,19,10,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,17,21,19,13,18,9,21,25,21,17
Public violence,0,0,2,2,0,0,0,1,0,1
Crimen injuria,19,26,23,27,37,36,33,25,21,16
Neglect and ill-treatment of children ,4,2,3,1,2,1,3,5,1,2
Kidnapping,1,0,1,1,2,0,1,5,4,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Hebron (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,6,6
Total Sexual Crimes,0,0,0,0,0,0,0,0,31,70
Attempted murder,0,0,0,0,0,0,0,0,10,11
Assault with the intent to inflict grievous bodily harm,0,0,0,0,0,0,0,0,90,272
Common assault,0,0,0,0,0,0,0,0,29,99
Common robbery,0,0,0,0,0,0,0,0,7,56
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,48,115
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,2,13
Malicious damage to property,0,0,0,0,0,0,0,0,30,88
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,0,0,0,0,0,18,32
Burglary at residential premises,0,0,0,0,0,0,0,0,123,276
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,10,37
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,8,28
Stock-theft,0,0,0,0,0,0,0,0,5,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,4,4
Drug-related crime,0,0,0,0,0,0,0,0,57,108
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,2,17
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,0,0,0,0,0,122,213
Commercial crime,0,0,0,0,0,0,0,0,2,9
Shoplifting,0,0,0,0,0,0,0,0,7,13
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,4,13
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,11,12
Robbery at non-residential premises,0,0,0,0,0,0,0,0,15,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,0,0,0,2,5
Public violence,0,0,0,0,0,0,0,0,1,1
Crimen injuria,0,0,0,0,0,0,0,0,10,15
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,4
Kidnapping,0,0,0,0,0,0,0,0,1,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Huhudi (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Huhudi was established from Vryburg December 2006,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,4,7,7,6,5,5,6
Total Sexual Crimes,0,0,0,18,46,62,55,57,60,69
Attempted murder,0,0,0,1,4,1,5,5,3,4
Assault with the intent to inflict grievous bodily harm,0,0,0,112,300,327,280,220,280,295
Common assault,0,0,0,51,81,63,24,31,20,17
Common robbery,0,0,0,19,45,49,28,17,13,20
Robbery with aggravating circumstances,0,0,0,15,20,25,8,13,23,29
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,6,3,2,0,5,4
Malicious damage to property,0,0,0,29,70,66,62,49,48,43
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,9,8,12,9,10,12,14
Burglary at residential premises,0,0,0,25,91,100,79,99,70,142
Theft of motor vehicle and motorcycle,0,0,0,1,3,1,1,3,2,4
Theft out of or from motor vehicle,0,0,0,6,19,16,13,9,8,16
Stock-theft,0,0,0,0,0,0,0,0,0,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,1,2,1,0,2,1
Drug-related crime,0,0,0,8,39,24,18,15,24,20
Driving under the influence of alcohol or drugs,0,0,0,0,5,5,4,5,1,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,0,0,0,42,84,60,42,30,38,28
Commercial crime,0,0,0,1,0,2,0,0,2,1
Shoplifting,0,0,0,0,0,1,1,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,7,2,1,2,7
Robbery at non-residential premises,0,0,0,0,1,2,0,2,7,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,3,1,3,0,1
Public violence,0,0,0,0,2,0,2,0,2,0
Crimen injuria,0,0,0,16,19,15,5,3,11,11
Neglect and ill-treatment of children ,0,0,0,0,3,4,6,1,0,0
Kidnapping,0,0,0,0,1,0,1,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ikageng (NW)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,31,36,29,31,33,31,39,26,28,27
Total Sexual Crimes,175,201,206,209,203,246,198,183,206,249
Attempted murder,44,39,23,25,25,12,21,19,6,11
Assault with the intent to inflict grievous bodily harm,1798,1371,905,813,949,964,1025,984,865,950
Common assault,702,1017,660,454,399,328,410,338,433,388
Common robbery,418,387,157,124,145,167,183,183,136,111
Robbery with aggravating circumstances,65,118,164,136,118,131,171,181,194,196
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,44,43,28,28,29,38,29,39,26,17
Malicious damage to property,593,576,440,367,358,280,416,363,344,295
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,47,34,41,23,38,50,48,68,76
Burglary at residential premises,686,626,588,453,499,433,584,518,439,492
Theft of motor vehicle and motorcycle,19,25,57,35,21,25,34,34,48,28
Theft out of or from motor vehicle,177,132,128,84,103,95,69,111,112,139
Stock-theft,42,17,28,24,20,32,23,35,28,18
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,26,20,12,11,10,16,9,8,9,12
Drug-related crime,82,216,240,244,385,474,558,542,545,635
Driving under the influence of alcohol or drugs,58,59,62,56,64,62,54,56,52,48
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1364,1257,726,487,501,406,490,433,466,379
Commercial crime,11,17,14,8,5,12,11,24,25,67
Shoplifting,22,34,19,11,14,4,11,18,13,5
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,1,1,0,2,2,4,2,1,4
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,1,1,12,17,9,18,12,17,17
Robbery at non-residential premises,0,0,0,0,7,8,21,27,29,34
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,5,6,8,7,8,6,6,9,10,3
Public violence,5,2,4,6,1,1,0,4,9,0
Crimen injuria,283,263,120,63,58,55,42,64,81,88
Neglect and ill-treatment of children ,13,15,8,4,9,8,8,2,7,3
Kidnapping,2,1,0,0,2,3,0,5,5,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ipelegeng (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,10,14,8,10,3,5,11,6,5
Total Sexual Crimes,40,28,51,63,70,58,58,60,69,54
Attempted murder,8,9,10,5,6,6,4,3,7,9
Assault with the intent to inflict grievous bodily harm,264,260,180,200,155,115,97,99,130,132
Common assault,122,112,52,51,37,43,47,36,33,32
Common robbery,66,43,26,18,26,25,22,8,13,8
Robbery with aggravating circumstances,13,62,49,48,35,27,22,21,38,29
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,4,10,4,3,2,4,2,4,2
Malicious damage to property,56,50,43,40,20,30,27,28,37,33
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,33,35,13,20,13,13,6,14,16,11
Burglary at residential premises,89,95,95,134,80,90,69,90,76,53
Theft of motor vehicle and motorcycle,2,2,4,4,0,1,1,0,2,0
Theft out of or from motor vehicle,11,15,15,6,0,3,3,13,14,12
Stock-theft,15,8,4,4,4,8,4,5,8,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,4,5,2,3,0,3,0,1,0
Drug-related crime,20,57,27,79,64,56,108,77,50,68
Driving under the influence of alcohol or drugs,6,26,7,8,9,9,3,5,8,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,116,88,52,44,45,30,37,25,26,20
Commercial crime,2,4,3,3,0,1,0,1,2,2
Shoplifting,0,0,1,0,1,0,0,2,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,2,0,0,0,0,0,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,5,0,1,1,5,0,1,7,2
Robbery at non-residential premises,7,6,0,3,5,14,6,14,14,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,1,2,3,1,4,8,1,5
Public violence,0,0,2,0,1,1,1,0,3,2
Crimen injuria,12,18,15,15,17,11,11,13,10,6
Neglect and ill-treatment of children ,2,0,2,3,4,4,4,1,1,2
Kidnapping,1,0,0,0,1,0,0,0,4,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Itsoseng (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,15,11,11,11,12,11,5,6,13,14
Total Sexual Crimes,84,71,64,79,67,81,86,96,85,59
Attempted murder,17,12,7,8,5,7,9,6,7,3
Assault with the intent to inflict grievous bodily harm,274,205,197,207,211,220,227,214,207,292
Common assault,175,130,99,101,97,111,104,95,129,115
Common robbery,104,99,38,46,42,48,39,48,36,40
Robbery with aggravating circumstances,112,123,79,90,63,93,89,72,91,59
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,8,5,15,8,9,2,7,4,2
Malicious damage to property,136,100,51,61,76,82,76,95,110,77
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,113,94,41,67,77,66,83,84,73,72
Burglary at residential premises,228,231,227,291,219,204,212,160,191,207
Theft of motor vehicle and motorcycle,8,17,7,8,9,7,4,5,6,1
Theft out of or from motor vehicle,30,56,31,22,19,24,22,37,40,47
Stock-theft,103,93,30,14,40,37,57,38,44,49
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,11,6,10,8,3,7,4,9,5
Drug-related crime,26,38,35,38,42,29,38,31,37,52
Driving under the influence of alcohol or drugs,7,9,8,14,14,21,24,8,11,38
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,186,156,70,97,82,114,97,110,123,104
Commercial crime,8,8,4,22,12,14,21,14,5,11
Shoplifting,0,7,7,0,7,13,4,4,2,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,3,1,1,0,4,1,1,4,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,18,12,16,23,8,17,19,19,17,11
Robbery at non-residential premises,24,10,1,6,10,15,40,20,20,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,2,5,8,11,10,13,5,7,11
Public violence,0,6,0,1,1,2,0,0,1,2
Crimen injuria,56,39,15,14,10,13,17,29,33,39
Neglect and ill-treatment of children ,2,1,1,1,2,3,0,1,1,0
Kidnapping,2,1,0,1,2,1,0,1,0,6
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Jericho (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,5,3,3,2,5,3,5,2,0
Total Sexual Crimes,21,22,22,14,17,19,27,28,17,11
Attempted murder,9,1,3,5,1,2,4,1,0,3
Assault with the intent to inflict grievous bodily harm,99,81,50,48,46,34,41,48,45,39
Common assault,84,62,36,40,32,18,31,36,26,39
Common robbery,26,24,9,9,13,5,7,9,15,9
Robbery with aggravating circumstances,31,33,34,37,38,25,16,26,24,21
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,34,19,3,1,1,1,3,4,0,0
Malicious damage to property,3,11,29,24,28,20,20,22,19,19
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,34,2,15,22,22,23,16,18,20,21
Burglary at residential premises,74,52,53,59,65,94,53,83,62,43
Theft of motor vehicle and motorcycle,10,5,0,4,9,7,5,2,4,2
Theft out of or from motor vehicle,8,7,9,7,5,7,10,7,23,8
Stock-theft,53,44,25,52,63,67,71,55,82,87
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,5,1,2,2,3,2,0,5,4
Drug-related crime,3,10,18,11,47,43,30,26,53,68
Driving under the influence of alcohol or drugs,0,2,2,7,7,4,4,7,8,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,59,54,32,39,72,61,127,248,182,128
Commercial crime,2,2,2,0,1,1,1,1,2,1
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,8,6,2,4,0,8,2
Truck hijacking,0,0,2,0,0,0,0,0,0,0
Robbery at residential premises,31,19,6,7,14,3,6,10,3,2
Robbery at non-residential premises,0,0,0,0,4,3,1,6,5,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,1,4,2,1,5,2,1,4,5
Public violence,0,0,1,0,0,0,0,0,0,0
Crimen injuria,11,4,2,2,3,2,9,6,4,3
Neglect and ill-treatment of children ,1,1,0,1,3,4,3,2,6,5
Kidnapping,2,0,0,1,0,0,0,2,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Jouberton (NW)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,60,48,48,60,54,51,39,60,44,46
Total Sexual Crimes,216,242,265,236,254,283,259,280,293,289
Attempted murder,37,29,26,26,26,28,43,43,34,64
Assault with the intent to inflict grievous bodily harm,868,960,873,780,725,639,609,667,755,665
Common assault,740,839,619,432,358,316,245,240,199,189
Common robbery,440,170,141,111,68,68,66,79,75,64
Robbery with aggravating circumstances,130,463,387,358,356,261,287,256,230,210
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,23,10,23,22,21,25,14,12,21,10
Malicious damage to property,433,413,352,314,280,259,216,260,191,250
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,21,39,34,72,89,95,94,109,91,117
Burglary at residential premises,729,635,661,633,443,475,517,701,665,608
Theft of motor vehicle and motorcycle,27,17,18,22,17,13,24,34,48,61
Theft out of or from motor vehicle,199,130,109,126,194,148,113,117,145,211
Stock-theft,2,6,3,5,6,7,4,2,3,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,33,39,20,17,13,17,13,15,15,8
Drug-related crime,95,226,202,156,150,91,84,98,115,92
Driving under the influence of alcohol or drugs,60,80,80,112,96,109,96,51,43,50
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,752,717,451,352,332,320,228,256,231,287
Commercial crime,12,10,10,12,2,94,128,109,138,242
Shoplifting,55,50,67,28,38,32,14,21,12,12
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,3,4,4,1,0,1,2,3,7
Truck hijacking,1,0,0,0,1,0,0,0,0,0
Robbery at residential premises,1,0,13,17,25,17,34,38,24,30
Robbery at non-residential premises,0,0,0,2,6,22,36,29,27,39
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,8,7,5,2,5,5,6,2,4
Public violence,1,0,0,0,1,0,1,4,1,6
Crimen injuria,95,97,59,30,31,26,51,34,26,38
Neglect and ill-treatment of children ,5,4,1,5,1,0,4,0,7,3
Kidnapping,6,5,2,1,1,3,3,11,11,15
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kanana (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,36,34,48,44,31,29,38,21,27,26
Total Sexual Crimes,150,147,138,126,129,152,112,130,150,162
Attempted murder,26,32,30,28,28,15,16,11,13,22
Assault with the intent to inflict grievous bodily harm,543,466,431,473,346,297,312,303,311,345
Common assault,193,114,99,105,89,88,108,106,69,79
Common robbery,147,79,55,34,40,27,34,19,9,11
Robbery with aggravating circumstances,65,99,120,75,93,88,101,83,77,67
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,17,8,8,15,9,12,12,26,14,18
Malicious damage to property,141,148,117,110,80,92,81,75,55,78
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,14,26,10,19,26,20,30,15,42,32
Burglary at residential premises,404,341,400,256,291,324,304,233,231,182
Theft of motor vehicle and motorcycle,9,13,14,6,14,5,9,28,26,13
Theft out of or from motor vehicle,67,54,58,51,54,70,70,86,78,35
Stock-theft,8,8,8,9,5,2,1,9,1,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,11,18,8,14,11,11,7,9,4
Drug-related crime,50,81,89,138,170,250,232,281,270,305
Driving under the influence of alcohol or drugs,45,70,53,75,55,62,43,73,51,81
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,382,278,176,143,107,99,80,149,110,73
Commercial crime,6,2,6,6,7,13,11,10,6,18
Shoplifting,17,9,14,3,5,0,1,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,3,2,0,0,2,1,1,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,4,2,3,7,15,21,20,25,11,12
Robbery at non-residential premises,0,2,1,0,10,27,24,19,26,27
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,5,4,5,5,5,2,0,1
Public violence,0,0,1,1,1,0,2,1,1,0
Crimen injuria,25,4,7,8,5,7,14,11,8,9
Neglect and ill-treatment of children ,9,8,11,4,4,0,7,2,8,6
Kidnapping,1,0,0,1,0,1,2,4,4,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Kgomotso (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,2,2,1,1,0,1,2,1,1
Total Sexual Crimes,15,25,21,11,15,16,14,18,12,21
Attempted murder,0,1,4,1,0,0,2,3,1,2
Assault with the intent to inflict grievous bodily harm,71,99,73,73,95,84,85,72,85,65
Common assault,62,83,47,34,43,41,44,44,32,23
Common robbery,0,11,5,6,8,6,3,6,4,7
Robbery with aggravating circumstances,14,21,3,8,5,6,6,18,22,15
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,3,6,1,1,4,1,4,1
